source_url,final_url,http_status,title,meta_description,h1_text,canonical_url,og_tags,word_count
"https://www.woodinvillesportsclub.com/blog","https://www.woodinvillesportsclub.com/blog","200","Blog | WSC","","","https://www.woodinvillesportsclub.com/blog","{""og:title"":""Blog | WSC"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/blog"",""og:site_name"":""WSC"",""og:type"":""website""}","128"
"https://www.woodinvillesportsclub.com/blog/categories/golf","https://www.woodinvillesportsclub.com/blog/categories/golf","200","Golf","","","https://www.woodinvillesportsclub.com/blog/categories/golf","{""og:title"":""Golf"",""og:url"":""https://www.woodinvillesportsclub.com/blog/categories/golf"",""og:site_name"":""WSC"",""og:type"":""website""}","32"
"https://www.woodinvillesportsclub.com/blog/categories/tennis","https://www.woodinvillesportsclub.com/blog/categories/tennis","200","Tennis","","","https://www.woodinvillesportsclub.com/blog/categories/tennis","{""og:title"":""Tennis"",""og:url"":""https://www.woodinvillesportsclub.com/blog/categories/tennis"",""og:site_name"":""WSC"",""og:type"":""website""}","73"
"https://www.woodinvillesportsclub.com/book","https://www.woodinvillesportsclub.com/book","200","Book | WSC","","Book your Experience","https://www.woodinvillesportsclub.com/book","{""og:title"":""Book | WSC"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/book"",""og:site_name"":""WSC"",""og:type"":""website""}","31"
"https://www.woodinvillesportsclub.com/book-online","https://www.woodinvillesportsclub.com/book-online","200","Book Online | WSC","","","https://www.woodinvillesportsclub.com/book-online","{""og:title"":""Book Online | WSC"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/book-online"",""og:site_name"":""WSC"",""og:type"":""website""}","8"
"https://www.woodinvillesportsclub.com/camps","https://www.woodinvillesportsclub.com/camps","200","Woodinville Summer Training | WSC Tennis, Golf, & Adventure Club","WSC Summer Training: tennis, golf & adventure programs for ages 3-18. Elite coaching, Athletic Development integrated daily, 67-acre campus. June 29-August 30.","SUMMER TRAINING @ WSC | Join Us for an Epic Summer!","https://www.woodinvillesportsclub.com/camps","{""og:title"":""Woodinville Summer Training | WSC Tennis, Golf, & Adventure Club"",""og:description"":""WSC Summer Training: tennis, golf & adventure programs for ages 3-18. Elite coaching, Athletic Development integrated daily, 67-acre campus. June 29-August 30."",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/camps"",""og:site_name"":""WSC"",""og:type"":""website""}","527"
"https://www.woodinvillesportsclub.com/careers","https://www.woodinvillesportsclub.com/careers","200","Careers at WSC | WSC","","Careers at WSC","https://www.woodinvillesportsclub.com/careers","{""og:title"":""Careers at WSC | WSC"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/careers"",""og:site_name"":""WSC"",""og:type"":""website""}","399"
"https://www.woodinvillesportsclub.com/coaching-conference","https://www.woodinvillesportsclub.com/coaching-conference","200","2005 Tier 1 Performance: Coaching Conference | WSC","Join leading coaches and performance experts for an exclusive two-day immersion in cutting-edge tennis methodology. Discover breakthrough techniques in technical mastery, mental resilience, injury prevention, and tactical innovation that transform good players into champions. Limited spots available for both coaches and serious players looking to reach their highest potential.","Tier 1 Performance: 2025 Coaching Conference","https://www.woodinvillesportsclub.com/coaching-conference","{""og:title"":""2005 Tier 1 Performance: Coaching Conference | WSC"",""og:description"":""Join leading coaches and performance experts for an exclusive two-day immersion in cutting-edge tennis methodology. Discover breakthrough techniques in technical mastery, mental resilience, injury prevention, and tactical innovation that transform good players into champions. Limited spots available for both coaches and serious players looking to reach their highest potential."",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/coaching-conference"",""og:site_name"":""WSC"",""og:type"":""website""}","128"
"https://www.woodinvillesportsclub.com/contact-us","https://www.woodinvillesportsclub.com/contact-us","200","Contact Us | WSC","","Contact Us","https://www.woodinvillesportsclub.com/contact-us","{""og:title"":""Contact Us | WSC"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/contact-us"",""og:site_name"":""WSC"",""og:type"":""website""}","12"
"https://www.woodinvillesportsclub.com/copy-of-2025-summer-camp-sign-up","https://www.woodinvillesportsclub.com/copy-of-2025-summer-camp-sign-up","200","Copy of 2025 Summer Camp Sign Up | WSC","Give your kids an unforgettable summer at Woodinville Sports Club! Tennis camps, golf camps, multi-sport camps and even a unique Farm Camp for all ages and skill levels. Register early and save!","2025 WSC Summer Camp Signup","https://www.woodinvillesportsclub.com/copy-of-2025-summer-camp-sign-up","{""og:title"":""Copy of 2025 Summer Camp Sign Up | WSC"",""og:description"":""Give your kids an unforgettable summer at Woodinville Sports Club! Tennis camps, golf camps, multi-sport camps and even a unique Farm Camp for all ages and skill levels. Register early and save!"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/copy-of-2025-summer-camp-sign-up"",""og:site_name"":""WSC"",""og:type"":""website""}","254"
"https://www.woodinvillesportsclub.com/copy-of-adventure-camp","https://www.woodinvillesportsclub.com/copy-of-adventure-camp","200","(OLD) 2025 Adventure Camp | WSC","Keep your K-5th grader active this summer with WSC Adventure Camp in Woodinville! Crafts, sports (soccer, flag football, volleyball), and more.","","https://www.woodinvillesportsclub.com/copy-of-adventure-camp","{""og:title"":""(OLD) 2025 Adventure Camp | WSC"",""og:description"":""Keep your K-5th grader active this summer with WSC Adventure Camp in Woodinville! Crafts, sports (soccer, flag football, volleyball), and more."",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/copy-of-adventure-camp"",""og:site_name"":""WSC"",""og:type"":""website""}","345"
"https://www.woodinvillesportsclub.com/copy-of-camps","https://www.woodinvillesportsclub.com/copy-of-camps","200","Woodinville Summer Camps 2025 | Tennis, Golf, & Multi-Sport Fun at WSC","Join Woodinville's premier youth summer camps! Expert tennis, golf, and adventure programs for ages 6-17. Half & full-day options, professional coaching, arts & crafts. Trusted by local families for decades.","WSC Summer Camps","https://www.woodinvillesportsclub.com/copy-of-camps","{""og:title"":""Woodinville Summer Camps 2025 | Tennis, Golf, & Multi-Sport Fun at WSC"",""og:description"":""Join Woodinville's premier youth summer camps! Expert tennis, golf, and adventure programs for ages 6-17. Half & full-day options, professional coaching, arts & crafts. Trusted by local families for decades."",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/copy-of-camps"",""og:site_name"":""WSC"",""og:type"":""website""}","327"
"https://www.woodinvillesportsclub.com/copy-of-golf-camp","https://www.woodinvillesportsclub.com/pickleball-camp","200","Youth Pickleball Summer Camps 2025 | Ages 7-12 | Woodinville Sports Club","Premier youth pickleball summer camps at Woodinville Sports Club! Professional coaching for ages 7-12, all skill levels. Weekly programs $375. Located in Woodinville, WA. Register now!","","https://www.woodinvillesportsclub.com/pickleball-camp","{""og:title"":""Youth Pickleball Summer Camps 2025 | Ages 7-12 | Woodinville Sports Club"",""og:description"":""Premier youth pickleball summer camps at Woodinville Sports Club! Professional coaching for ages 7-12, all skill levels. Weekly programs $375. Located in Woodinville, WA. Register now!"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/pickleball-camp"",""og:site_name"":""WSC"",""og:type"":""website""}","276"
"https://www.woodinvillesportsclub.com/copy-of-tennis","https://www.woodinvillesportsclub.com/copy-of-tennis","200","Woodinville Tennis | Indoor Courts, Lessons & Programs | Woodinville Sports Club","Experience premier tennis at Woodinville Sports Club. 8 indoor courts, 1 clay court. No monthly dues. Book courts, join elite junior programs, adult clinics. Pay-as-you-play flexibility. Your tennis journey starts here!","Elevate Your Tennis Game at WSC","https://www.woodinvillesportsclub.com/copy-of-tennis","{""og:title"":""Woodinville Tennis | Indoor Courts, Lessons & Programs | Woodinville Sports Club"",""og:description"":""Experience premier tennis at Woodinville Sports Club. 8 indoor courts, 1 clay court. No monthly dues. Book courts, join elite junior programs, adult clinics. Pay-as-you-play flexibility. Your tennis journey starts here!"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/copy-of-tennis"",""og:site_name"":""WSC"",""og:type"":""website""}","201"
"https://www.woodinvillesportsclub.com/copy-of-tennis-camp","https://www.woodinvillesportsclub.com/copy-of-tennis-camp","200","OLD (2025 Tennis Camps) | WSC","Woodinville Sports Club offers Tier1/RPM tennis camps for ages 3-18. Week-long, half/full-day options, all summer. Beginners to advanced.","","https://www.woodinvillesportsclub.com/copy-of-tennis-camp","{""og:title"":""OLD (2025 Tennis Camps) | WSC"",""og:description"":""Woodinville Sports Club offers Tier1/RPM tennis camps for ages 3-18. Week-long, half/full-day options, all summer. Beginners to advanced."",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/copy-of-tennis-camp"",""og:site_name"":""WSC"",""og:type"":""website""}","284"
"https://www.woodinvillesportsclub.com/courses","https://www.woodinvillesportsclub.com/courses","200","Courses (List) | WSC","","Courses","https://www.woodinvillesportsclub.com/courses","{""og:title"":""Courses (List) | WSC"",""og:image"":""https://static.wixstatic.com/media/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png/v1/fit/w_2500,h_1330,al_c/ad0976_669a0d850c1b464aa3f6c5b718ce6e43%7Emv2.png"",""og:image:width"":""2500"",""og:image:height"":""1330"",""og:url"":""https://www.woodinvillesportsclub.com/courses"",""og:site_name"":""WSC"",""og:type"":""website""}","151"
"https://www.woodinvillesportsclub.com/courses/arts-%26-crafts","https://www.woodinvillesportsclub.com/courses/arts-%26-crafts","200","Arts & Crafts | WSC","","Arts & Crafts","https://www.woodinvillesportsclub.com/courses/arts-&-crafts","{""og:title"":""Arts & Crafts  | WSC"",""og:image"":""https://static.wixstatic.com/media/fc7570_06fbcb382f234c7abdc3f5c66ecc2e4f~mv2.jpg/v1/fill/w_4464,h_2976,al_c,q_90/IMG_6517.jpg"",""og:image:width"":""4464"",""og:image:height"":""2976"",""og:url"":""https://www.woodinvillesportsclub.com/courses/arts-&-crafts"",""og:site_name"":""WSC"",""og:type"":""website""}","166"
"https://www.woodinvillesportsclub.com/courses/baking-for-beginners","https://www.woodinvillesportsclub.com/courses/baking-for-beginners","200","Baking for Beginners | WSC","","Baking for Beginners","https://www.woodinvillesportsclub.com/courses/baking-for-beginners","{""og:title"":""Baking for Beginners  | WSC"",""og:image"":""https://static.wixstatic.com/media/fc7570_10a16b6e706c46b9992daa163568966c~mv2.jpg/v1/fill/w_4464,h_3055,al_c,q_90/IMG_5151.jpg"",""og:image:width"":""4464"",""og:image:height"":""3055"",""og:url"":""https://www.woodinvillesportsclub.com/courses/baking-for-beginners"",""og:site_name"":""WSC"",""og:type"":""website""}","167"
"https://www.woodinvillesportsclub.com/courses/modern-ballet","https://www.woodinvillesportsclub.com/courses/modern-ballet","200","Modern Ballet | WSC","","Modern Ballet","https://www.woodinvillesportsclub.com/courses/modern-ballet","{""og:title"":""Modern Ballet  | WSC"",""og:image"":""https://static.wixstatic.com/media/fc7570_41edef1182c1485e8798c73fce3a17ff~mv2.jpg/v1/fill/w_4464,h_2976,al_c,q_90/IMG_5320.jpg"",""og:image:width"":""4464"",""og:image:height"":""2976"",""og:url"":""https://www.woodinvillesportsclub.com/courses/modern-ballet"",""og:site_name"":""WSC"",""og:type"":""website""}","166"
"https://www.woodinvillesportsclub.com/courses/pottery-workshop","https://www.woodinvillesportsclub.com/courses/pottery-workshop","200","Pottery Workshop | WSC","","Pottery Workshop","https://www.woodinvillesportsclub.com/courses/pottery-workshop","{""og:title"":""Pottery Workshop  | WSC"",""og:image"":""https://static.wixstatic.com/media/fc7570_edd42b203bac46b8a149d18aca9f82d5~mv2.jpg/v1/fill/w_4464,h_2976,al_c,q_90/IMG_5609.jpg"",""og:image:width"":""4464"",""og:image:height"":""2976"",""og:url"":""https://www.woodinvillesportsclub.com/courses/pottery-workshop"",""og:site_name"":""WSC"",""og:type"":""website""}","166"
"https://www.woodinvillesportsclub.com/courses/tennis","https://www.woodinvillesportsclub.com/courses/tennis","200","Tennis | WSC","","Tennis","https://www.woodinvillesportsclub.com/courses/tennis","{""og:title"":""Tennis  | WSC"",""og:image"":""https://static.wixstatic.com/media/fc7570_2adecf12d63b4fa9aa595cc098ca1001~mv2.jpg/v1/fill/w_4464,h_2976,al_c,q_90/IMG_5837.jpg"",""og:image:width"":""4464"",""og:image:height"":""2976"",""og:url"":""https://www.woodinvillesportsclub.com/courses/tennis"",""og:site_name"":""WSC"",""og:type"":""website""}","165"
"https://www.woodinvillesportsclub.com/courses/trumpet-basics","https://www.woodinvillesportsclub.com/courses/trumpet-basics","200","Trumpet Basics | WSC","","Trumpet Basics","https://www.woodinvillesportsclub.com/courses/trumpet-basics","{""og:title"":""Trumpet Basics  | WSC"",""og:image"":""https://static.wixstatic.com/media/fc7570_25731940c59740a782d75a92964ce57f~mv2.jpg/v1/fill/w_4464,h_2976,al_c,q_90/IMG_6051.jpg"",""og:image:width"":""4464"",""og:image:height"":""2976"",""og:url"":""https://www.woodinvillesportsclub.com/courses/trumpet-basics"",""og:site_name"":""WSC"",""og:type"":""website""}","166"
"https://www.woodinvillesportsclub.com/event-details-registration/fitness-expo-extravaganza","https://www.woodinvillesportsclub.com/event-details-registration/fitness-expo-extravaganza","200","Fitness Expo Extravaganza | WSC","Join us for a day of fitness exhibits, workshops, and demos. Whether you're a beginner or a fitness enthusiast, this event is for you!","Fitness Expo Extravaganza","https://www.woodinvillesportsclub.com/event-details-registration/fitness-expo-extravaganza","{""og:title"":""Fitness Expo Extravaganza | WSC"",""og:description"":""Join us for a day of fitness exhibits, workshops, and demos. Whether you're a beginner or a fitness enthusiast, this event is for you!"",""og:image"":""https://static.wixstatic.com/media/ad0976_82af42fe62ef4e91a7cdac0e19f17c38~mv2.png/v1/fill/w_1344,h_768,al_c/ad0976_82af42fe62ef4e91a7cdac0e19f17c38~mv2.png"",""og:image:width"":""1344"",""og:image:height"":""768"",""og:url"":""https://www.woodinvillesportsclub.com/event-details-registration/fitness-expo-extravaganza"",""og:site_name"":""WSC"",""og:type"":""website""}","66"
"https://www.woodinvillesportsclub.com/event-details-registration/pickleball-palooza-tournament","https://www.woodinvillesportsclub.com/event-details-registration/pickleball-palooza-tournament","200","Pickleball Palooza Tournament | WSC","Compete in our fun and friendly pickleball tournament. All skill levels welcome. Prizes and refreshments included!","Pickleball Palooza Tournament","https://www.woodinvillesportsclub.com/event-details-registration/pickleball-palooza-tournament","{""og:title"":""Pickleball Palooza Tournament | WSC"",""og:description"":""Compete in our fun and friendly pickleball tournament. All skill levels welcome. Prizes and refreshments included!"",""og:image"":""https://static.wixstatic.com/media/ad0976_c29850bad2904b84850eb6c2a0d7aed2~mv2.png/v1/fill/w_1344,h_768,al_c/ad0976_c29850bad2904b84850eb6c2a0d7aed2~mv2.png"",""og:image:width"":""1344"",""og:image:height"":""768"",""og:url"":""https://www.woodinvillesportsclub.com/event-details-registration/pickleball-palooza-tournament"",""og:site_name"":""WSC"",""og:type"":""website""}","58"
"https://www.woodinvillesportsclub.com/event-details-registration/tennis-under-the-stars-gala","https://www.woodinvillesportsclub.com/event-details-registration/tennis-under-the-stars-gala","200","Tennis Under the Stars Gala | WSC","Join us for a special night of tennis matches under the stars, followed by a gourmet dinner and live music. Limited tickets available!","Tennis Under the Stars Gala","https://www.woodinvillesportsclub.com/event-details-registration/tennis-under-the-stars-gala","{""og:title"":""Tennis Under the Stars Gala | WSC"",""og:description"":""Join us for a special night of tennis matches under the stars, followed by a gourmet dinner and live music. Limited tickets available!"",""og:image"":""https://static.wixstatic.com/media/ad0976_659679f08afe403783f6e18017c28bce~mv2.png/v1/fill/w_1344,h_768,al_c/ad0976_659679f08afe403783f6e18017c28bce~mv2.png"",""og:image:width"":""1344"",""og:image:height"":""768"",""og:url"":""https://www.woodinvillesportsclub.com/event-details-registration/tennis-under-the-stars-gala"",""og:site_name"":""WSC"",""og:type"":""website""}","72"
